1.499300003051757812e+00,5.395200252532958984e-01,-1.348700046539306641e+00,-1.353500008583068848e+00,5.915799736976623535e-01,-6.294400095939636230e-01,-6.537399888038635254e-01,7.240499854087829590e-01,1.432999968528747559e-01,1.261699944734573364e-01,-9.031700342893600464e-02,4.566400125622749329e-02,-6.235499978065490723e-01,-2.196500062942504883e+00,-1.077800020575523376e-01,1.060700058937072754e+00,2.724300026893615723e-01,-6.405500173568725586e-01,-6.118899956345558167e-02,6.265599727630615234e-01,7.858099937438964844e-01,3.585200011730194092e-01,-7.089899778366088867e-01,2.868399918079376221e-01,-8.945000171661376953e-01,3.144299983978271484e-01,-8.873000144958496094e-01,1.921500079333782196e-02,-1.144999980926513672e+00,2.587899863719940186e-01,1.227300047874450684e+00,-9.579899907112121582e-01,9.042299985885620117e-01,5.077700018882751465e-01,2.938500046730041504e-01,-4.876100122928619385e-01,8.045399785041809082e-01,-2.383099943399429321e-01,1.010300040245056152e+00,-1.641000062227249146e-01,8.331300020217895508e-01,-1.054800033569335938e+00,-1.309700012207031250e+00,5.228199958801269531e-01,-5.462200045585632324e-01,6.170700192451477051e-01,-7.699400186538696289e-01,-1.441499948501586914e+00,-7.848799824714660645e-01,-9.614599943161010742e-01
1.599600017070770264e-01,-4.017600119113922119e-01,4.947699978947639465e-02,-5.870400071144104004e-01,2.454700022935867310e-01,1.640200018882751465e-01,3.728699982166290283e-01,9.460300207138061523e-01,-5.955500006675720215e-01,2.360000088810920715e-02,2.533000111579895020e-01,6.114299967885017395e-02,-3.746500015258789062e-01,-6.413099765777587891e-01,1.042099952697753906e+00,4.786300063133239746e-01,4.579899907112121582e-01,3.806999921798706055e-01,5.806900262832641602e-01,-4.046199917793273926e-01,-4.119400084018707275e-01,4.474099874496459961e-01,4.902400076389312744e-01,4.905200004577636719e-01,3.806500136852264404e-01,-1.899000048637390137e+00,-2.759700119495391846e-01,-8.495999872684478760e-02,8.619900047779083252e-02,-8.431000113487243652e-01,1.343500018119812012e+00,6.180499792098999023e-01,-4.954800009727478027e-01,-7.269099950790405273e-01,-1.453900039196014404e-01,-5.955100059509277344e-01,2.058099955320358276e-01,-8.365599811077117920e-02,-1.850900053977966309e-01,-3.970200121402740479e-01,-1.525599956512451172e-01,-5.481699705123901367e-01,6.482099890708923340e-01,7.899199724197387695e-01,1.931699961423873901e-01,-3.199000060558319092e-01,-4.554100036621093750e-01,8.744800090789794922e-01,-3.174799978733062744e-01,-1.494599971920251846e-02
1.314399987459182739e-01,5.061000119894742966e-03,-1.085100024938583374e-01,-7.370799779891967773e-01,3.614099919795989990e-01,-5.234500169754028320e-01,1.430200040340423584e-01,1.210400015115737915e-01,-8.643100261688232422e-01,8.499199748039245605e-01,1.796499937772750854e-01,3.773500025272369385e-01,2.763999998569488525e-01,-5.195500254631042480e-01,6.376699805259704590e-01,2.944200038909912109e-01,2.324600070714950562e-01,6.443600058555603027e-01,7.639700174331665039e-01,-4.814800024032592773e-01,-9.269999861717224121e-01,7.545700073242187500e-01,2.636699974536895752e-01,5.342699885368347168e-01,7.711099982261657715e-01,9.684900194406509399e-02,-1.093099951744079590e+00,-3.545499965548515320e-02,4.945900142192840576e-01,-1.151999950408935547e+00,-5.838599801063537598e-01,1.240300059318542480e+00,-4.446600079536437988e-01,3.707099854946136475e-01,-3.630500137805938721e-01,-3.358399868011474609e-01,1.165800020098686218e-01,-2.342499941587448120e-01,-4.298200011253356934e-01,-1.786399930715560913e-01,2.074999958276748657e-01,-3.816199898719787598e-01,2.009399980306625366e-01,9.617300331592559814e-02,3.409500122070312500e-01,1.718399971723556519e-01,-4.157499969005584717e-01,-4.229100048542022705e-01,-4.704200029373168945e-01,2.857599854469299316e-01
7.527800202369689941e-01,-3.570399880409240723e-01,-1.576900005340576172e+00,-9.710999727249145508e-01,-1.961199939250946045e-02,-3.782700048759579659e-03,3.657400012016296387e-01,1.010200008749961853e-01,9.250000119209289551e-01,-1.280899941921234131e-01,6.221299991011619568e-02,7.780799865722656250e-01,5.055699944496154785e-01,2.145899981260299683e-01,-6.183000206947326660e-01,3.134300112724304199e-01,2.751500010490417480e-01,9.485799819231033325e-02,1.465200036764144897e-01,1.236500024795532227e+00,-1.932100057601928711e-01,8.488699793815612793e-01,6.727100014686584473e-01,6.072800159454345703e-01,4.137200117111206055e-01,2.934100031852722168e-01,-1.649599969387054443e-01,1.007699966430664062e+00,-8.999099731445312500e-01,-1.429299950599670410e+00,3.005000054836273193e-01,8.975300192832946777e-01,1.301599979400634766e+00,1.337599992752075195e+00,-1.598700046539306641e+00,2.202399969100952148e-01,1.101199984550476074e-01,-9.926599860191345215e-01,4.575499892234802246e-01,-4.721900075674057007e-02,2.904999852180480957e-01,-6.573899984359741211e-01,-3.148199915885925293e-01,1.148900032043457031e+00,-1.309700012207031250e-01,3.282200098037719727e-01,6.408599764108657837e-02,-2.542299926280975342e-01,-4.182699918746948242e-01,-8.328599929809570312e-01
2.852500043809413910e-02,-8.903700113296508789e-02,5.938500165939331055e-01,2.676599919795989990e-01,3.483999967575073242e-01,-5.227900147438049316e-01,-7.796599864959716797e-01,6.327199935913085938e-01,-3.577600121498107910e-01,-2.934600114822387695e-01,-3.722800016403198242e-01,-9.054600000381469727e-01,-1.389600038528442383e+00,1.957000046968460083e-01,2.787800133228302002e-01,2.112099975347518921e-01,4.940600097179412842e-01,-1.397799968719482422e+00,-8.294399976730346680e-01,-7.621300220489501953e-01,1.532199978828430176e-01,-4.355200007557868958e-02,-1.384399980306625366e-01,-2.704600095748901367e-01,4.730899930000305176e-01,-1.255499958992004395e+00,8.816699981689453125e-01,1.515399962663650513e-01,-7.040099799633026123e-02,3.068700134754180908e-01,3.001499891281127930e+00,1.375599980354309082e+00,-5.628700256347656250e-01,1.646399945020675659e-01,-1.340299993753433228e-01,-8.837599754333496094e-01,-3.004899919033050537e-01,8.007100224494934082e-01,-2.941600084304809570e-01,-6.083199977874755859e-01,-4.183999896049499512e-01,-2.013799995183944702e-01,-4.202599823474884033e-02,-5.689499974250793457e-01,1.790599972009658813e-01,4.255999922752380371e-01,3.980000019073486328e-01,4.502199888229370117e-01,6.105599999427795410e-01,-4.390000104904174805e-01
-7.943099737167358398e-01,5.929899811744689941e-01,-3.114300072193145752e-01,-3.594200015068054199e-01,-2.421499937772750854e-01,5.500699877738952637e-01,-1.313400030136108398e+00,3.411100059747695923e-02,3.487499952316284180e-01,1.723399996757507324e+00,7.079700231552124023e-01,6.151300072669982910e-01,-4.627499878406524658e-01,7.310699820518493652e-01,9.369400143623352051e-01,-6.754199862480163574e-01,3.233099877834320068e-01,-6.167700290679931641e-01,-3.474299907684326172e-01,-2.433899939060211182e-01,-7.086499780416488647e-02,3.893100023269653320e-01,1.016100049018859863e+00,2.172099947929382324e-01,4.377799928188323975e-01,1.421799957752227783e-01,-2.104399919509887695e+00,1.019700020551681519e-01,1.382800042629241943e-01,-7.590000033378601074e-01,3.120199918746948242e+00,-1.318099975585937500e+00,3.052699863910675049e-01,5.262500047683715820e-01,-5.707599967718124390e-02,-2.605099976062774658e-01,1.376700043678283691e+00,-1.096799969673156738e+00,-5.568199753761291504e-01,-1.227300047874450684e+00,9.969499893486499786e-03,-7.986400127410888672e-01,-1.110299944877624512e+00,-1.777600049972534180e+00,-1.767600029706954956e-01,-9.616100043058395386e-02,4.867399856448173523e-02,-1.184000015258789062e+00,-8.270800113677978516e-01,3.328999876976013184e-01
8.830599784851074219e-01,-3.779299855232238770e-01,-2.522999942302703857e-01,6.337500214576721191e-01,9.403700232505798340e-01,7.514299750328063965e-01,5.610800161957740784e-02,-5.395600199699401855e-01,1.682199984788894653e-01,4.062600061297416687e-02,4.461599886417388916e-01,8.277300000190734863e-01,9.055299758911132812e-01,1.131399989128112793e+00,6.530200242996215820e-01,-2.295500040054321289e-01,2.937900125980377197e-01,2.398599982261657715e-01,-9.898099899291992188e-01,4.364199936389923096e-01,-7.030400037765502930e-01,4.145800136029720306e-03,-2.136500030755996704e-01,2.476300001144409180e-01,6.644899845123291016e-01,-1.076699972152709961e+00,-3.682700097560882568e-01,-6.991000175476074219e-01,1.317399978637695312e+00,-1.866800040006637573e-01,9.998999834060668945e-01,-9.718499779701232910e-01,-8.250300288200378418e-01,-9.782999753952026367e-01,-5.250599980354309082e-01,6.949599981307983398e-01,-4.638200104236602783e-01,-1.039399981498718262e+00,-9.690200090408325195e-01,-7.724800109863281250e-01,-2.299900054931640625e-01,-3.492299914360046387e-01,1.031499981880187988e+00,8.387399911880493164e-01,2.480899989604949951e-01,-3.006800115108489990e-01,4.293400049209594727e-01,-9.555799961090087891e-01,1.884000003337860107e-01,-2.438800036907196045e-01
7.637999951839447021e-02,-2.254399955272674561e-01,3.635199964046478271e-01,-1.256999969482421875e+00,3.607000112533569336e-01,-8.630000054836273193e-02,-6.359300017356872559e-01,2.730700075626373291e-01,-9.554799795150756836e-01,4.690000116825103760e-01,-1.538899987936019897e-01,-1.924899965524673462e-01,7.884799838066101074e-01,9.172599762678146362e-02,-1.779900048859417439e-03,1.607999950647354126e-01,8.083299994468688965e-01,-4.644300043582916260e-02,3.905799984931945801e-01,-1.330700039863586426e+00,-4.191100001335144043e-01,4.087100028991699219e-01,3.120500035583972931e-02,9.506199955940246582e-01,2.365400046110153198e-01,-8.565300107002258301e-01,-9.485999941825866699e-01,-5.861899852752685547e-01,-1.001899987459182739e-01,-4.971500113606452942e-02,1.579699993133544922e+00,1.106400012969970703e+00,4.712800085544586182e-01,-1.013700008392333984e+00,-2.815600037574768066e-01,-2.793299853801727295e-01,-5.907800197601318359e-01,-4.957900047302246094e-01,-8.482999801635742188e-01,-3.931699991226196289e-01,-8.866599947214126587e-02,2.405599951744079590e-01,5.024099946022033691e-01,1.100600004196166992e+00,1.009099960327148438e+00,9.924499690532684326e-02,-9.693800210952758789e-01,1.738499999046325684e-01,-5.440300107002258301e-01,-1.180299967527389526e-01
6.292700171470642090e-01,-2.557100057601928711e-01,6.151099801063537598e-01,-1.242400035262107849e-01,-2.232600003480911255e-01,-1.998800039291381836e-02,-3.413699865341186523e-01,2.408200055360794067e-01,4.302000105381011963e-01,4.193099960684776306e-02,3.733899891376495361e-01,2.990500032901763916e-01,4.068399965763092041e-01,2.285400032997131348e-01,1.731200069189071655e-01,9.922500252723693848e-01,2.749800086021423340e-01,-5.934799909591674805e-01,7.015500068664550781e-01,-1.091899991035461426e+00,4.874800145626068115e-01,-1.142899990081787109e-01,-9.230100363492965698e-02,9.027899801731109619e-02,-2.348700016736984253e-01,-1.483199954032897949e+00,5.982599854469299316e-01,-6.227899789810180664e-01,4.245100021362304688e-01,-3.000299930572509766e-01,3.383399963378906250e+00,3.844400048255920410e-01,-1.350299954414367676e+00,-4.833199977874755859e-01,1.319500058889389038e-01,-4.361800104379653931e-02,3.622699975967407227e-01,-1.332200020551681519e-01,-4.932900071144104004e-01,-7.882399857044219971e-02,4.191000014543533325e-02,8.393699675798416138e-02,6.247100234031677246e-01,6.304299831390380859e-01,-2.614600062370300293e-01,-3.423700034618377686e-01,-1.087099984288215637e-01,1.333999931812286377e-01,-4.194999933242797852e-01,-1.204899996519088745e-01
3.497999906539916992e-01,5.285500288009643555e-01,9.516999721527099609e-01,-1.222900032997131348e+00,2.039799988269805908e-01,-8.409000039100646973e-01,-8.956699818372726440e-02,3.196400105953216553e-01,8.037499785423278809e-01,-1.340799927711486816e-01,4.007799923419952393e-01,6.717599928379058838e-02,5.307599902153015137e-01,1.001299977302551270e+00,-5.611299872398376465e-01,2.364600002765655518e-01,-7.483900189399719238e-01,-1.669200062751770020e-01,-1.118100047111511230e+00,-1.215299963951110840e+00,-2.828199975192546844e-02,4.722299873828887939e-01,5.903599858283996582e-01,-1.043099999427795410e+00,2.481800019741058350e-01,-3.914999961853027344e-01,2.036499977111816406e-01,1.154000043869018555e+00,6.346300244331359863e-01,4.679900109767913818e-01,4.160600006580352783e-01,1.122499942779541016e+00,-3.668200075626373291e-01,4.321599900722503662e-01,-6.726400256156921387e-01,1.344799995422363281e-02,4.567700028419494629e-01,-1.434800028800964355e-02,-1.028399944305419922e+00,-2.700000107288360596e-01,6.419900059700012207e-01,-3.328900039196014404e-01,-1.359600014984607697e-02,4.293000102043151855e-01,8.039599657058715820e-02,-2.590000033378601074e-01,-4.730899930000305176e-01,-7.450000047683715820e-01,-6.714400053024291992e-01,-1.176599979400634766e+00
